1
1578 29566
760 1380 51
30 363 19
368 1405 69
1304 1122 70
521 89 19
734 538 64
1206 1024 37
1276 254 67
518 843 48
1444 160 73
44 378 59
436 1035 12
827 923 4
984 375 74
748 625 2
1303 284 41
1084 380 74
922 813 53
789 145 2
465 388 14
799 451 74
1230 1256 28
1024 630 46
216 532 39
1278 203 16
465 706 12
1392 271 62
1346 1038 69
944 919 49
326 338 47
1343 886 41
604 800 27
988 787 44
1147 727 78
1400 809 31
233 1055 70
1368 545 68
1210 668 34
543 1527 71
332 170 20
1224 1556 23
918 1039 54
1090 968 14
1383 12 32
819 432 45
296 314 69
1311 188 41
1537 851 12
1364 330 53
648 1048 55
387 1554 42
1252 1044 80
12 460 55
1526 751 59
319 436 75
560 371 57
932 1452 2
524 810 36
1511 1458 34
290 111 54
1316 1230 53
792 497 20
382 75 32
1446 930 29
1385 1346 75
1179 1093 11
1263 511 32
648 302 25
1467 958 34
1038 629 52
434 1565 48
315 24 78
797 848 21
1537 1345 13
900 540 25
1405 1118 37
1299 894 5
1288 718 10
1257 100 26
309 1067 80
48 1060 76
641 1385 67
1410 1311 65
1047 889 9
662 1168 59
812 304 18
931 942 50
587 805 48
1209 655 46
953 101 47
1187 619 13
1528 619 30
1308 268 73
932 619 63
957 1014 42
734 148 4
524 706 24
558 1505 75
30 513 74
248 671 23
1336 682 51
1577 665 16
1317 1566 11
816 1414 22
431 588 69
1042 1048 59
952 600 18
825 1402 64
855 390 24
242 51 64
353 259 24
726 1215 29
658 1443 4
358 475 41
603 758 56
832 884 14
1376 1534 26
1284 1573 12
1413 752 38
1105 1301 46
925 616 23
471 1084 1
597 719 16
720 1278 34
1029 26 33
1065 526 6
502 1483 1
276 53 43
948 577 68
1432 1106 9
592 451 53
417 556 48
537 958 52
643 889 20
1476 987 53
1524 131 9
27 1391 11
432 1515 30
907 320 82
539 1325 12
194 122 80
1006 115 66
16 1516 66
1173 678 30
1268 235 47
1129 81 7
355 565 60
445 14 43
130 140 12
506 760 63
1516 759 64
684 1155 57
872 1374 41
446 1306 11
1453 1369 56
951 1272 62
925 886 36
128 1012 38
696 254 46
1202 319 64
1414 429 5
1275 1291 22
1290 756 49
204 184 78
1268 391 10
377 1317 5
633 243 6
65 1065 81
1545 597 73
474 1249 47
668 1533 68
779 1257 76
1320 1197 24
958 1342 18
1522 1074 23
1370 276 31
496 1458 79
155 851 1
887 1206 50
1479 676 17
777 103 68
154 592 19
111 1269 41
937 1440 3
549 247 16
1570 56 37
1286 269 43
459 753 17
329 1070 22
607 432 78
944 759 38
1388 823 58
337 397 8
210 1145 23
1455 1527 10
376 1100 43
1419 1358 78
42 1353 67
234 799 30
91 311 42
1478 161 11
299 116 21
288 1134 54
864 1516 12
1495 905 2
305 739 1
558 1486 66
470 318 56
1568 1054 62
176 992 14
1554 345 50
34 1260 50
1514 971 71
1381 1440 20
425 281 17
1239 70 56
387 329 59
988 629 38
159 204 51
641 681 38
1256 1508 21
1150 897 25
648 173 56
1578 1096 14
1118 329 55
159 392 55
272 782 48
667 400 49
408 1433 8
908 644 30
1390 375 6
615 1547 29
585 308 42
994 1439 29
1530 1419 66
723 750 35
174 250 73
485 259 5
177 1006 57
494 38 30
590 1504 6
1068 1094 82
1390 1290 72
632 828 3
450 1502 9
1114 585 77
1333 935 3
1395 1 11
494 895 49
1578 983 51
344 406 27
69 861 4
1090 630 53
722 704 2
1267 642 67
647 1008 74
851 1530 70
300 459 16
973 181 32
1264 1235 67
1351 43 40
1561 1524 65
1322 1181 78
1320 244 9
197 801 36
1558 425 18
1293 645 8
203 1019 71
1156 63 46
1028 1554 47
502 935 40
486 112 1
1378 1499 6
1 93 39
1296 1488 79
58 1577 37
1340 213 11
217 429 67
1486 420 19
920 1200 23
211 1098 75
1193 269 16
911 591 14
1296 531 68
1033 643 39
452 667 62
1330 1043 65
495 428 12
1459 247 53
493 808 34
1325 1023 38
56 694 65
415 1286 26
1403 1041 57
1459 1400 79
131 695 21
1174 217 16
702 509 6
1344 1260 19
583 1139 82
451 1075 44
82 203 16
435 1195 58
114 1040 2
804 89 56
788 377 22
116 590 33
638 1017 46
1480 467 68
554 979 6
114 250 44
1477 1573 21
707 144 53
1332 920 26
1255 488 33
1086 1102 40
620 695 79
1472 230 58
527 317 24
488 968 37
220 1321 45
1086 1059 14
824 354 43
2 36 24
900 1469 34
1501 509 18
605 173 37
1470 147 49
488 1515 6
1485 1407 43
673 1508 9
899 486 80
1119 35 36
535 958 8
260 392 75
880 1572 60
135 910 3
7 824 28
1193 1073 47
350 546 12
303 989 51
890 1421 64
415 419 78
616 803 20
39 552 72
1295 620 53
62 694 57
941 1047 35
295 1141 43
1427 149 47
549 962 67
718 775 51
968 1207 50
1419 786 13
1489 864 64
673 1114 62
653 1259 51
543 1485 69
544 266 29
1380 39 28
522 769 15
676 1555 73
137 768 1
151 1367 64
813 282 15
52 885 59
462 1112 67
450 1307 51
730 62 24
1378 1534 74
217 175 14
746 1000 77
1134 302 27
30 295 66
746 222 59
103 1079 50
1564 123 11
676 1404 12
471 1571 35
480 332 13
359 550 49
1123 1559 12
19 1561 10
1550 1318 31
1202 47 17
775 1266 31
1555 684 53
450 924 70
305 1291 13
572 488 28
241 326 59
1071 1250 45
399 1486 9
657 1432 28
1029 905 15
1532 819 15
727 1280 67
318 111 20
258 1433 75
937 737 31
1076 1559 57
485 1186 21
535 525 81
803 1574 79
700 1119 25
217 1262 13
1465 1355 75
223 22 25
365 39 75
942 864 76
1449 511 59
625 445 2
1477 894 37
178 387 48
909 960 5
529 737 73
397 990 71
1363 266 48
884 1388 23
1288 1312 75
1045 691 26
984 562 2
1096 220 53
1482 849 4
1024 740 55
752 1131 21
138 634 67
618 666 67
702 1052 13
620 41 5
26 1416 25
9 557 39
1054 888 55
335 1061 30
1119 1063 42
108 1241 24
848 281 9
1546 127 75
545 700 32
1165 465 48
1008 816 77
1010 389 34
1402 676 9
101 898 59
699 1567 60
688 698 27
1569 1193 49
1180 669 73
576 1058 70
404 414 53
1261 98 52
757 744 19
1481 778 82
883 1496 16
1395 948 18
242 641 3
42 16 21
1244 563 78
1005 393 27
1407 304 13
380 708 47
544 1050 68
871 671 65
390 1456 59
1182 245 19
997 397 34
1285 1213 68
1407 943 66
262 709 41
846 799 13
121 1514 63
824 503 78
921 856 3
793 637 47
1074 1364 74
986 976 72
915 352 36
329 1519 52
1482 1535 36
80 1336 29
1278 1548 47
621 36 32
253 90 28
500 889 51
798 750 74
373 1369 54
1083 751 45
9 1016 66
1506 1503 55
586 1201 34
1337 259 26
160 5 5
91 1297 58
824 229 77
294 310 3
553 1134 77
1054 62 9
147 1204 79
9 1476 21
937 263 81
733 1031 23
850 1085 72
414 802 69
1265 1247 22
311 713 25
1495 850 22
731 438 46
40 218 69
467 320 8
326 1328 81
664 679 27
137 904 17
398 652 11
876 910 61
646 1320 25
471 376 80
669 1313 68
337 48 50
29 781 32
270 648 62
392 578 75
351 1319 39
607 793 40
840 1563 80
963 979 77
92 679 39
1260 1538 33
66 278 3
24 1130 12
58 403 34
960 612 10
827 481 21
1323 1388 37
942 1304 61
599 535 70
579 508 78
779 406 29
459 219 6
1158 681 51
146 1371 50
887 1182 79
910 1120 69
98 700 19
580 861 62
1048 973 29
1516 964 60
399 390 21
274 595 8
1377 464 73
1135 121 12
1534 194 47
1330 1363 70
854 736 74
245 860 70
1577 645 54
476 506 7
1 1181 76
67 1352 40
1191 683 27
1134 1148 46
1416 965 31
1238 456 44
819 1164 46
963 556 14
960 276 42
1405 954 25
707 688 42
177 493 49
1525 1037 29
142 1392 23
132 1347 55
642 1460 34
1126 411 67
1401 724 9
275 1094 2
579 1285 51
836 1081 9
301 28 23
1194 877 35
862 168 3
818 696 33
1551 1397 62
1011 1193 66
9 249 35
1404 1512 54
462 95 45
566 1291 12
558 851 37
1103 271 60
671 554 32
175 958 31
1046 231 57
1056 1494 9
897 1520 67
295 1053 16
87 1484 25
192 1372 30
226 296 55
388 1159 17
340 1066 79
1213 773 3
562 174 59
1406 775 69
636 1340 38
1238 1361 58
1159 596 28
723 391 55
288 193 66
1396 629 24
641 58 72
994 915 48
945 1129 25
992 1312 17
760 707 75
574 409 39
926 398 29
1560 463 9
770 182 35
691 1504 9
887 1452 54
1144 982 65
1247 303 21
689 257 72
393 1053 22
1067 611 41
1359 752 28
773 1196 30
857 332 62
1289 1320 19
889 485 19
1099 1395 50
782 681 61
1111 1546 60
535 564 63
988 1160 28
151 1221 66
81 615 16
406 1435 17
552 887 68
70 508 36
1102 1213 7
1392 656 39
100 565 50
1247 208 53
1170 898 66
221 1237 55
183 1577 23
709 504 34
1126 937 48
298 1300 58
1239 512 17
720 3 13
457 933 40
652 737 49
1246 26 76
1424 1333 45
1005 621 43
1401 1 71
1193 769 65
1241 1558 36
394 60 2
1055 145 16
1386 178 11
779 298 42
1332 1420 29
750 1433 64
530 483 73
1261 542 41
1439 15 49
1528 651 59
1224 30 71
958 750 23
1301 1115 67
162 1519 5
1299 965 25
55 564 2
683 573 45
325 270 71
848 1140 6
45 1145 35
229 699 30
1526 288 9
1259 539 56
1439 122 82
1032 1345 64
184 964 42
1363 1440 82
1380 227 17
1044 214 30
1285 1406 79
682 671 34
1544 1464 53
349 279 70
918 1301 13
134 717 65
850 735 12
1278 956 21
999 746 7
393 27 28
722 779 69
725 1371 30
598 1081 8
274 1473 43
925 371 55
662 249 52
449 719 26
390 239 40
6 363 69
482 540 43
469 113 46
760 761 48
1104 80 22
861 1449 61
413 1358 78
1427 149 81
1019 939 59
653 45 16
673 894 23
222 1331 23
545 976 11
1118 188 35
376 104 64
1462 1299 4
927 1037 9
168 716 72
149 770 58
48 304 12
273 161 79
674 1414 27
1488 304 60
848 1020 56
554 1228 55
439 446 81
904 354 21
1024 902 50
775 906 69
947 1395 61
569 1223 80
635 1397 60
663 1489 42
82 207 23
247 328 45
1515 161 55
1029 562 75
1283 169 80
1218 18 65
1184 1378 56
31 1328 27
26 1280 56
1235 335 48
308 856 58
1508 844 73
237 87 4
189 1336 17
697 1309 48
657 1343 25
1215 1278 59
315 1136 47
488 585 14
529 796 49
140 745 59
67 798 8
1383 1540 32
636 370 30
112 1007 69
1508 1419 28
819 203 43
551 702 72
852 696 46
1570 1045 26
995 1248 51
1119 1513 25
923 325 19
1500 346 35
6 506 36
1216 1305 37
587 35 13
1070 1039 77
1330 1023 14
1383 446 46
1348 97 50
721 1228 38
807 1401 48
972 558 71
15 747 8
603 795 64
1352 1561 17
580 374 79
112 402 49
410 1354 47
8 1516 60
1387 666 79
1275 77 55
1002 225 63
426 912 51
635 686 58
1569 1503 40
90 98 72
603 262 67
865 19 1
661 42 41
251 1481 73
193 73 26
237 257 54
811 340 37
375 118 54
640 1302 63
1543 541 39
293 948 44
864 1110 1
45 626 3
135 1110 52
689 1121 46
571 442 29
136 1394 18
1020 1184 8
1299 793 62
74 1124 30
595 1281 62
155 292 60
1094 1531 56
1204 792 14
742 95 53
590 269 15
220 897 73
1346 763 73
627 184 32
44 174 81
1284 1031 66
1425 827 36
809 1169 44
1263 899 15
1295 997 71
1406 487 57
629 1183 69
1230 984 18
1093 1551 40
1000 1043 13
1173 740 55
1127 1408 67
1450 1385 52
210 547 43
100 435 33
1348 925 28
1049 1186 62
926 307 53
292 595 60
896 318 53
873 1298 65
925 946 70
1478 43 76
227 214 65
1078 1250 44
1014 1505 3
1562 1308 56
993 782 52
217 902 16
1493 11 15
1351 553 49
1265 550 34
657 31 47
1288 1289 67
926 464 62
1306 889 51
1135 1544 29
1314 880 26
836 697 37
802 385 33
378 1523 60
775 26 7
1085 787 27
1002 1203 17
942 493 82
397 514 49
870 1153 37
804 24 19
104 1457 11
1127 962 50
361 606 51
136 122 51
1578 1095 55
233 616 29
176 1486 45
1254 750 62
1519 86 63
792 1020 33
728 250 55
1144 223 31
666 1000 7
1522 429 25
284 32 28
930 1214 36
418 592 6
582 785 79
394 1552 5
505 1237 82
1203 1429 48
934 524 29
642 606 45
1392 137 10
40 1282 76
1452 1396 7
1488 685 54
896 380 76
1498 115 27
746 1269 54
864 1572 81
879 1053 4
567 414 49
324 870 72
765 829 67
950 1513 74
225 474 29
420 618 42
1130 89 33
1534 1491 68
469 1284 72
828 95 9
1345 281 6
1425 1001 7
293 194 46
873 1103 62
1144 1350 65
1249 615 29
295 204 5
407 715 20
1476 823 23
611 508 12
683 388 76
799 429 12
440 820 71
703 116 23
174 73 53
1296 387 28
564 1008 9
72 830 71
574 398 27
955 930 77
1428 492 47
930 1354 70
797 562 51
302 112 5
788 1070 33
521 194 66
144 1527 11
1358 1045 17
445 1193 10
1139 193 56
537 502 7
889 766 66
292 423 75
118 1161 40
880 1179 74
610 937 52
1132 1404 4
1552 1304 3
48 717 46
1377 769 70
1123 396 4
555 390 56
430 265 64
1385 320 18
62 1087 50
982 107 14
1064 1467 2
191 1270 25
1045 781 69
642 1115 22
649 94 68
739 1072 6
1232 1254 70
860 1030 31
727 1347 66
116 217 80
1327 1194 56
673 97 13
1368 1424 18
1246 744 33
498 1149 57
1139 1211 63
1261 746 76
62 201 28
1269 525 43
1448 1390 12
672 348 68
1463 708 42
932 986 65
311 1553 25
14 927 19
1071 229 39
23 394 30
1508 1195 5
1502 1033 48
581 945 66
1484 1129 65
737 149 1
25 10 61
305 970 13
203 1488 6
1095 301 4
1330 316 46
578 66 59
47 1032 46
1570 438 41
8 915 41
1068 1378 41
1125 819 24
1167 416 51
1012 1503 9
932 1329 52
168 543 21
832 268 5
32 389 23
632 888 65
1002 1000 47
153 1475 5
167 94 67
541 1458 5
519 1236 6
699 816 35
1245 1313 34
811 1438 59
25 1509 73
242 829 45
1503 629 3
504 392 55
119 647 3
19 195 47
406 1230 58
1510 508 43
580 868 63
544 1544 10
303 58 72
175 1484 38
1404 302 30
416 155 76
253 499 9
1111 1568 51
363 895 26
1280 1442 54
909 551 45
62 1385 11
257 1038 52
671 1406 17
700 1406 9
778 1346 53
231 100 64
1577 692 81
989 346 79
1212 1195 33
969 1349 63
1116 516 56
984 709 25
731 428 60
436 1169 43
857 729 2
484 813 38
1404 930 78
228 1405 1
1179 928 42
1008 1460 45
52 50 10
1225 1320 63
739 439 31
517 777 58
755 481 72
655 787 44
877 1352 3
300 960 53
1138 130 62
1140 1163 15
738 647 63
325 1246 37
1540 131 9
313 525 49
1027 511 15
369 318 57
409 643 68
1088 1043 73
1263 570 17
1087 406 9
1293 1073 39
1541 839 44
295 581 43
735 1070 56
248 1510 45
265 1258 69
616 407 61
1081 1445 1
1138 866 50
1577 239 47
724 885 82
1209 120 41
1128 865 25
224 735 67
213 305 43
1532 1505 58
1344 61 62
144 890 24
1465 1475 26
90 615 17
4 333 55
483 1423 10
888 715 31
529 523 24
1445 967 38
1142 1266 3
157 1312 57
1217 1509 48
379 738 3
965 1101 50
503 412 81
376 693 26
705 1379 11
1154 603 52
987 372 57
1000 821 76
204 1139 49
522 1246 46
38 1434 26
1479 1199 2
1440 380 60
887 275 76
896 1398 41
1490 1165 7
1360 73 6
1367 1295 3
644 233 59
276 302 47
1068 194 68
121 878 50
222 561 68
141 499 38
1203 952 1
578 1573 59
839 860 76
1553 447 79
425 965 37
1068 799 55
1010 1301 48
957 1538 75
391 471 58
576 457 48
964 1264 43
1329 1057 39
1519 1149 32
650 448 15
274 1282 70
346 376 41
918 376 80
414 152 39
543 978 73
1534 1241 74
1069 369 7
1437 391 19
78 861 49
942 278 26
337 294 13
1553 1184 42
179 547 82
1230 975 8
1508 1008 65
1161 64 75
1202 169 63
615 716 7
143 490 53
229 885 8
167 1398 8
307 1523 64
318 479 73
707 1368 76
1069 1523 44
760 906 45
539 441 15
669 796 35
671 1183 55
84 1333 62
1206 782 3
199 155 49
1324 780 9
881 83 61
1521 525 10
1306 246 42
491 467 8
1499 1551 24
1082 474 58
986 367 65
1391 1386 16
461 1311 82
6 1374 37
310 987 45
793 25 7
1423 1000 45
1464 666 61
674 587 20
953 703 19
866 483 30
1100 482 17
786 1129 15
365 127 75
996 1423 55
98 298 71
280 804 56
1475 114 19
739 811 76
1197 217 76
854 364 77
1394 1383 11
526 1409 59
1317 1112 57
65 1063 52
907 733 1
276 598 24
1341 529 58
442 53 1
722 1493 15
1137 1307 45
1528 125 67
832 1575 14
339 296 47
1326 155 3
1052 69 79
469 1212 8
367 427 69
663 1064 16
1452 613 49
1520 1266 47
705 1038 56
1314 1210 81
541 1569 14
475 121 74
235 854 3
1490 860 28
224 1335 40
721 1134 34
239 1134 31
1252 43 49
748 510 43
304 799 33
458 84 77
473 541 71
299 1518 69
422 846 20
1223 1003 15
352 728 62
411 1294 10
244 76 14
595 1080 27
885 697 33
977 931 34
354 930 63
460 318 7
1376 700 19
479 734 56
371 1328 57
370 864 68
1011 1081 13
1368 1184 9
919 724 50
1320 133 6
906 403 39
255 627 53
964 1192 23
884 928 74
896 85 73
923 993 17
1064 1 75
1357 657 71
1405 654 62
154 10 32
18 980 49
1491 1515 64
947 1191 56
605 1367 69
855 859 66
512 1395 7
737 1303 36
1011 743 15
924 542 79
176 507 25
801 1303 3
454 651 12
817 233 48
1138 1479 54
181 624 12
1176 33 48
358 1004 46
679 1034 59
917 508 43
17 744 53
119 410 31
290 218 69
634 1429 18
880 1091 47
1185 396 37
885 1161 9
925 947 56
786 1225 54
631 1508 21
875 88 34
798 685 71
279 779 16
69 1089 81
850 425 16
144 627 58
476 1559 68
1431 308 51
468 1147 37
389 1061 27
835 30 9
1205 498 28
174 911 58
1423 23 53
1010 700 57
1567 1123 68
1259 217 66
575 867 55
1206 514 40
1388 1411 77
1306 75 1
1084 1216 60
847 979 78
84 1193 34
861 1518 75
54 763 75
841 1494 82
1231 1323 57
63 615 35
748 917 10
748 474 34
39 59 31
122 1504 20
1076 200 79
688 657 66
1 1537 68
1075 1546 20
572 1349 69
1217 1029 75
234 977 23
1207 261 12
422 423 29
64 42 68
1091 634 67
1340 440 78
66 119 72
343 664 73
909 476 61
624 191 31
844 1064 51
1553 532 22
1314 315 17
1548 1176 72
257 669 73
601 26 39
570 1453 25
333 110 22
1293 1300 71
293 612 24
38 660 22
1305 299 25
210 643 38
302 465 32
858 50 2
1231 949 80
250 912 19
903 375 31
1082 739 8
261 723 80
528 211 74
937 619 37
493 650 65
1156 28 44
560 1289 30
258 1501 50
888 1529 41
451 535 29
453 1034 29
406 1526 75
474 982 68
965 1471 53
691 784 77
711 1134 21
1292 278 4
135 1413 12
976 436 69
979 1398 59
966 263 31
1178 813 62
1127 1161 49
1213 1521 54
1332 1163 23
698 400 3
670 962 27
94 30 55
163 468 8
20 527 76
1562 1174 80
1548 227 63
284 191 30
174 485 3
1513 990 44
421 1125 81
887 583 53
1430 103 67
1436 1300 73
1115 805 16
290 527 5
116 158 32
194 1190 33
870 1439 10
76 772 72
81 1087 76
396 628 55
1231 758 74
564 768 7
1066 674 19
120 730 1
817 16 9
35 756 81
79 970 29
399 1423 53
78 1156 57
895 910 48
743 1444 32
615 811 16
676 44 42
110 274 32
1200 1493 39
243 881 27
277 1022 39
735 1448 80
905 1441 68
383 301 50
1173 309 72
143 1530 73
1335 1357 50
1490 538 32
905 231 56
1463 1041 46
373 437 35
1497 1200 52
592 1464 71
1350 1250 4
121 715 23
1342 96 19
736 699 35
955 1312 66
912 765 16
838 510 23
1406 574 69
217 238 9
387 1166 13
917 245 10
543 164 74
684 1371 39
299 1274 50
120 1235 45
1509 1030 43
1250 327 6
203 1518 38
1141 1441 36
195 144 33
990 1222 18
1064 278 82
402 409 14
1002 1557 55
1487 1265 4
1369 314 9
385 598 18
1142 822 63
1261 538 8
1552 1119 24
494 933 10
302 1552 38
1344 1287 54
428 876 37
946 925 2
1174 746 59
1554 1190 75
1125 843 21
387 163 16
1062 301 72
316 216 67
135 321 44
550 457 24
984 159 34
502 577 73
705 720 35
1088 1549 11
1434 1065 12
738 1460 73
966 135 60
1555 1208 68
1400 1196 14
1217 1191 41
162 1407 10
1491 955 15
541 994 35
963 665 15
258 1273 8
1325 531 69
1469 337 14
663 941 49
618 541 76
2 418 6
830 1127 55
589 1171 80
872 1184 41
969 904 54
1227 557 53
1503 844 20
1205 788 53
1352 1227 64
399 641 47
477 1277 60
1512 422 13
1013 460 78
1221 1079 67
925 1559 59
434 640 12
1534 1116 11
814 954 46
1484 1186 51
77 1217 31
118 219 4
1500 61 73
446 279 43
578 1202 11
893 1254 34
154 1326 23
416 1402 14
1078 1266 49
916 731 34
1532 1510 55
1421 44 13
285 333 60
1074 1481 48
650 1350 1
680 688 71
1213 438 19
1505 1079 43
393 650 26
89 1115 74
1553 1193 66
371 692 46
408 208 37
699 484 49
780 756 19
470 1232 25
1114 1322 23
1372 275 27
439 1 4
812 81 10
971 1082 19
259 1253 47
579 656 52
435 194 60
387 1071 82
234 117 75
52 462 40
874 674 37
1339 476 63
982 1488 21
590 52 58
1041 117 13
1368 322 8
972 991 68
1398 715 17
1383 754 47
811 1247 73
573 1177 50
21 164 74
261 686 14
417 902 52
807 989 73
175 386 34
56 440 33
989 694 64
1131 296 31
1127 9 54
1014 561 31
1385 1215 78
1315 49 78
155 927 75
861 692 23
206 73 50
642 1216 38
1444 1220 49
1434 1378 43
1308 1120 80
1388 1161 65
152 1564 13
1354 181 32
1013 1092 53
964 522 4
902 632 9
180 870 3
491 348 21
195 290 74
52 16 48
855 689 42
495 478 72
953 827 52
548 427 11
1061 809 17
1505 952 35
843 1430 33
1241 532 62
110 657 64
757 281 4
1056 1227 9
1005 449 34
1104 7 37
1180 1464 6
759 86 9
1026 629 53
277 484 61
743 207 66
987 1503 62
1257 1024 69
893 792 47
394 843 51
12 768 14
882 1214 77
1542 1066 37
1576 558 59
431 1235 81
1353 1043 59
206 708 22
1225 1286 82
3 1378 70
1055 1500 27
930 1454 64
1145 71 76
974 653 14
1135 1201 57
937 581 77
182 512 39
344 308 68
284 297 55
439 1407 65
902 467 68
276 471 73
603 619 21
967 690 7
424 419 66
371 709 48
873 1258 44
186 1573 41
557 1425 57
103 1486 54
903 1114 53
694 1566 26
178 574 68
915 615 53
811 854 22
388 1345 63
653 813 30
1356 1430 41
858 674 79
1473 1369 33
828 1124 56
1279 65 53
1575 1123 5
1210 1482 47
426 245 74
1131 546 67
1296 625 23
1044 507 6
677 878 81
849 119 73
54 90 45
1041 1505 40
1218 1431 34
322 1206 53
249 1065 46
1213 880 47
1289 1575 32
474 1105 78
560 222 28
984 1221 45
881 1348 7
88 1575 82
1508 560 9
332 482 30
851 686 6
1064 723 44
360 35 42
674 321 37
355 592 13
654 1143 72
826 747 25
1412 332 67
1492 1081 56
554 115 26
1066 87 60
392 328 21
683 697 80
859 682 80
1368 930 82
796 1196 25
297 232 54
598 605 42
1044 523 58
39 1500 57
168 1421 25
1000 608 23
937 974 4
591 1458 3
1056 236 70
668 1380 21
1483 1555 63
546 207 25
943 1472 23
1260 784 21
570 1533 70
876 1048 10
1499 187 36
535 1002 7
482 1154 8
1257 644 32
945 1154 8
265 1147 57
1171 955 1
367 471 47
1063 666 45
1485 444 41
659 1478 52
303 1064 61
289 461 14
1082 1245 15
1061 418 59
987 203 63
175 1391 29
940 1057 38
1075 113 79
921 755 54
572 252 33
493 399 8
116 885 26
1391 591 69
1220 1355 24
1280 1014 81
1350 1390 61
1105 704 48
1299 565 13
1298 1089 19
1322 1211 51
1534 50 77
20 1447 29
1036 357 25
21 631 55
52 1485 8
385 44 32
460 644 82
1226 1415 50
644 1052 18
1213 1006 37
1309 66 47
1352 826 81
618 601 57
1263 444 18
1516 338 78
1323 837 49
1132 1333 12
1096 1070 70
1504 1199 54
60 874 74
997 508 31
373 817 26
1049 866 61
887 804 43
1198 1117 39
740 654 81
335 95 59
783 630 5
831 541 80
343 1022 46
912 354 81
1153 830 56
512 1068 31
1019 1497 49
1539 60 3
735 856 31
1299 965 53
1419 1281 54
690 389 30
242 438 42
195 590 70
690 1212 16
1037 527 57
1415 904 5
384 640 36
1181 239 9
1122 945 27
1441 686 32
898 770 80
552 896 40
1150 1577 10
1325 1350 50
1501 641 16
1049 332 54
661 1206 54
1467 1297 82
944 731 3
46 662 17
408 1248 23
31 172 81
756 73 24
4 1383 8
712 1329 26
943 1200 77
554 615 31
332 900 8
598 237 58
657 1264 58
1241 382 74
806 1113 2
842 47 19
481 505 67
1039 1547 17
720 1114 9
680 1304 64
1266 257 73
1464 671 78
1385 972 82
396 1462 75
1469 127 81
58 1118 55
618 990 19
739 1387 11
1313 254 64
232 851 71
531 393 10
2 80 57
1376 1401 75
1473 1240 55
735 371 82
913 1322 16
595 742 28
342 1253 48
1231 176 42
27 1350 78
345 86 56
1352 589 4
622 433 20
541 1078 26
1039 1114 14
1375 402 7
1333 1548 28
759 637 22
383 1193 68
1035 897 35
1424 1310 56
1410 1078 55
876 242 60
1427 713 25
1018 769 13
159 429 33
77 334 45
1344 348 5
1267 385 49
1573 1468 70
803 860 61
769 606 69
8 325 36
735 1064 65
1520 101 1
623 236 6
1249 1256 79
43 417 35
528 106 36
1110 77 60
419 790 14
330 1264 36
10 74 22
1014 252 38
206 402 45
397 1389 78
1070 1243 19
1323 335 41
818 695 58
840 504 11
1159 409 60
1426 999 15
1264 1402 48
823 377 36
1274 670 63
621 464 18
274 868 41
523 1102 78
285 257 54
207 1102 59
896 242 40
1165 1139 79
866 499 79
273 1390 55
963 1496 10
850 1086 74
728 1538 47
918 526 44
347 813 77
374 1374 4
945 1524 78
1358 625 19
1081 563 25
566 279 51
396 331 4
1577 1200 36
950 83 35
919 1143 8
1228 1248 14
1104 1225 26
531 334 39
858 683 7
1140 915 31
292 167 82
1337 521 20
1286 1027 5
152 1346 26
1259 1390 24
740 712 39
928 565 66
1568 1374 40
1179 908 23
1451 153 11
821 1362 17
1424 383 3
1510 173 64
750 1142 16
121 1445 70
1099 1362 36
611 1319 12
1390 799 26
223 437 68
898 870 2
861 170 78
902 115 71
827 1080 50
1574 312 60
1056 1042 14
457 64 71
1334 571 56
122 1031 69
441 1147 9
106 61 39
1410 604 5
957 645 48
325 317 33
1284 1165 70
907 997 82
1080 665 4
1140 268 22
899 213 55
770 307 70
1435 1049 48
1391 590 47
1428 89 39
690 340 55
1158 994 4
357 736 46
1034 680 74
1085 1111 80
568 413 3
1025 1199 55
798 1295 4
65 740 9
728 639 81
1370 1251 21
825 1463 80
182 972 53
264 790 12
1395 1242 7
655 972 82
746 1037 61
808 352 39
1310 1047 1
413 189 6
851 1221 6
1399 916 40
1165 282 34
177 998 24
792 827 63
1327 179 53
1119 1143 16
1578 641 9
1072 1485 73
360 651 69
933 731 67
443 405 57
1306 426 5
1534 1234 9
484 223 40
1179 616 71
150 267 11
423 203 8
237 1196 79
1024 536 50
520 569 76
486 1435 47
1376 1548 20
1173 602 56
814 397 55
1082 873 17
1024 239 81
1314 145 22
473 1316 53
1315 1341 13
377 306 58
991 1495 26
133 848 57
901 136 48
1339 1394 30
295 881 81
438 810 59
448 1434 8
287 490 72
666 271 17
1040 1003 44
397 355 72
84 614 69
1052 640 25
52 568 75
1567 1068 6
307 257 18
557 730 53
891 824 13
180 1259 63
1527 860 9
1357 430 18
959 951 31
1512 567 57
1235 1272 18
827 866 56
605 247 10
1322 1191 44
723 1483 54
1524 1140 44
11 1486 76
1155 457 77
1298 78 11
1525 454 36
616 285 12
1057 1398 65
902 634 19
1104 616 29
1343 1298 68
1531 1442 14
182 50 63
1314 145 70
436 1550 4
1209 624 39
1002 1030 57
846 1091 58
1326 254 43
841 1174 6
633 901 66
1558 1266 12
71 1509 37
353 689 17
192 1429 43
415 1180 15
1092 18 70
313 381 77
1312 648 9
1012 1350 29
1354 1427 7
1548 1219 4
602 123 20
83 1407 33
645 105 14
704 440 39
1311 122 53
1034 1220 33
689 617 40
304 1388 79
1095 1296 10
